Order ID,Order Date,Ship Date,Product Category,Sub-Category,Customer Segment,Region,Country,City,Sales,Quantity,Discount,Profit,Ship Mode
DEMO-00377,2024-05-28,2024-06-03,Furniture,Tables,Consumer,North,Canada,Demo City 12,46.23,3,0.3,-0.85,Second Class
DEMO-00378,2023-11-27,2023-11-29,Furniture,Tables,Corporate,North,Canada,Demo City 27,2802.57,11,0.2,129.21,Second Class
DEMO-00379,2025-01-15,2025-01-22,Technology,Machines,Consumer,West,Germany,Demo City 7,209.41,9,0.1,20.94,Same Day
DEMO-00380,2023-08-05,2023-08-07,Furniture,Bookcases,Consumer,North,United Kingdom,Demo City 16,117.92,8,0.2,-0.43,Second Class
DEMO-00381,2023-03-19,2023-03-23,Technology,Machines,Corporate,East,Japan,Demo City 20,215.5,5,0.0,100.6,Standard Class
DEMO-00382,2024-08-13,2024-08-19,Technology,Phones,Home Office,East,India,Demo City 1,655.12,5,0.0,171.98,Same Day
DEMO-00383,2023-09-04,2023-09-05,Furniture,Chairs,Corporate,South,Brazil,Demo City 10,252.09,7,0.2,34.98,Same Day
DEMO-00384,2025-05-25,2025-06-01,Office Supplies,Binders,Home Office,West,Germany,Demo City 6,106.03,4,0.0,32.54,Same Day
DEMO-00385,2023-12-18,2023-12-21,Technology,Accessories,Consumer,West,United States,Demo City 5,701.51,11,0.1,16.51,Standard Class
DEMO-00386,2023-03-07,2023-03-12,Office Supplies,Binders,Consumer,West,United States,Demo City 22,171.46,3,0.5,-26.92,First Class
DEMO-00387,2024-10-13,2024-10-18,Furniture,Chairs,Corporate,North,Canada,Demo City 15,459.48,11,0.05,21.74,First Class
DEMO-00388,2025-10-02,2025-10-05,Technology,Machines,Consumer,North,United Kingdom,Demo City 24,263.92,8,0.05,54.3,Second Class
DEMO-00389,2025-03-13,2025-03-20,Technology,Phones,Corporate,North,United Kingdom,Demo City 8,127.47,3,0.1,7.76,Same Day
DEMO-00390,2024-09-08,2024-09-09,Furniture,Chairs,Home Office,North,United Kingdom,Demo City 2,53.68,1,0.2,18.61,Second Class
DEMO-00391,2024-03-20,2024-03-25,Technology,Phones,Home Office,South,Australia,Demo City 3,44.18,2,0.5,-1.85,First Class
DEMO-00392,2025-06-02,2025-06-03,Technology,Accessories,Consumer,West,United States,Demo City 15,31.37,3,0.0,0.91,Second Class
DEMO-00393,2023-05-12,2023-05-19,Technology,Machines,Consumer,North,United Kingdom,Demo City 2,84.96,1,0.3,-13.12,First Class
DEMO-00394,2025-05-28,2025-06-02,Technology,Phones,Home Office,East,India,Demo City 20,186.16,8,0.0,74.31,First Class
DEMO-00395,2025-03-19,2025-03-22,Technology,Machines,Consumer,East,Japan,Demo City 2,319.8,11,0.2,45.97,First Class
DEMO-00396,2025-12-21,2025-12-22,Furniture,Bookcases,Home Office,West,Germany,Demo City 5,68.12,3,0.1,9.76,Same Day
DEMO-00397,2024-06-16,2024-06-21,Technology,Phones,Corporate,North,United Kingdom,Demo City 23,159.14,4,0.0,12.91,Second Class
DEMO-00398,2023-12-06,2023-12-13,Technology,Machines,Home Office,East,Japan,Demo City 23,145.47,2,0.0,25.44,First Class
DEMO-00399,2025-12-10,2025-12-11,Furniture,Tables,Corporate,West,Germany,Demo City 6,133.36,5,0.0,15.58,First Class
DEMO-00400,2025-06-14,2025-06-16,Office Supplies,Paper,Consumer,West,Germany,Demo City 26,4173.93,7,0.0,637.34,Second Class
DEMO-00401,2025-12-10,2025-12-15,Furniture,Tables,Consumer,West,United States,Demo City 9,499.8,9,0.2,41.21,First Class
DEMO-00402,2024-07-17,2024-07-19,Furniture,Chairs,Consumer,South,Brazil,Demo City 14,181.13,5,0.0,0.93,Same Day
DEMO-00403,2025-02-19,2025-02-26,Technology,Machines,Consumer,South,Brazil,Demo City 4,242.11,4,0.05,10.26,Standard Class
DEMO-00404,2023-05-14,2023-05-21,Office Supplies,Binders,Corporate,East,India,Demo City 13,187.43,4,0.3,14.66,Second Class
DEMO-00405,2023-10-27,2023-10-31,Office Supplies,Paper,Consumer,South,Australia,Demo City 1,12.68,1,0.3,-1.27,Standard Class
DEMO-00406,2024-06-30,2024-07-02,Technology,Machines,Home Office,East,India,Demo City 11,14.24,1,0.1,-0.79,Same Day
DEMO-00407,2024-09-14,2024-09-19,Technology,Accessories,Home Office,North,United Kingdom,Demo City 6,418.27,11,0.1,99.54,Second Class
DEMO-00408,2023-02-07,2023-02-09,Furniture,Chairs,Consumer,East,India,Demo City 5,135.45,4,0.0,32.18,Standard Class
DEMO-00409,2024-05-22,2024-05-25,Office Supplies,Binders,Home Office,East,India,Demo City 22,132.72,7,0.1,31.46,First Class
DEMO-00410,2025-08-01,2025-08-05,Furniture,Chairs,Consumer,South,Brazil,Demo City 5,292.37,6,0.5,-100.69,Same Day
DEMO-00411,2025-10-06,2025-10-07,Furniture,Chairs,Consumer,South,Brazil,Demo City 15,45.11,3,0.5,-3.21,First Class
DEMO-00412,2024-04-22,2024-04-25,Technology,Accessories,Consumer,North,Canada,Demo City 6,792.76,11,0.3,92.5,First Class
DEMO-00413,2025-05-23,2025-05-28,Office Supplies,Paper,Home Office,North,Canada,Demo City 17,56.44,1,0.05,11.61,First Class
DEMO-00414,2023-03-15,2023-03-22,Technology,Accessories,Consumer,West,Germany,Demo City 21,218.14,5,0.3,-40.05,Standard Class
DEMO-00415,2025-06-02,2025-06-05,Technology,Machines,Corporate,North,Canada,Demo City 6,170.09,5,0.05,27.28,Second Class
DEMO-00416,2025-06-26,2025-07-02,Office Supplies,Paper,Corporate,West,United States,Demo City 27,87.69,2,0.0,12.49,Same Day
DEMO-00417,2023-08-08,2023-08-12,Technology,Phones,Corporate,South,Australia,Demo City 17,17.31,1,0.0,5.11,First Class
DEMO-00418,2023-10-29,2023-11-03,Office Supplies,Storage,Corporate,South,Australia,Demo City 4,1098.81,8,0.2,-42.7,Second Class
DEMO-00419,2023-01-03,2023-01-10,Office Supplies,Binders,Consumer,South,Australia,Demo City 27,458.93,8,0.2,-4.3,Same Day
DEMO-00420,2024-07-30,2024-08-03,Technology,Phones,Home Office,North,Canada,Demo City 1,309.29,6,0.1,55.99,Second Class
DEMO-00421,2025-11-23,2025-11-27,Technology,Machines,Home Office,West,United States,Demo City 16,906.88,11,0.1,-5.51,Second Class
DEMO-00422,2023-09-28,2023-10-04,Technology,Machines,Home Office,South,Australia,Demo City 26,188.77,2,0.2,5.78,Standard Class
DEMO-00423,2024-04-27,2024-05-01,Office Supplies,Binders,Home Office,North,Canada,Demo City 2,702.86,8,0.2,111.9,Same Day
DEMO-00424,2025-05-13,2025-05-18,Office Supplies,Storage,Consumer,West,United States,Demo City 17,264.01,6,0.05,-20.8,First Class
DEMO-00425,2025-02-22,2025-02-23,Furniture,Chairs,Home Office,North,Canada,Demo City 9,45.43,4,0.0,6.28,Same Day
DEMO-00426,2025-01-11,2025-01-12,Furniture,Bookcases,Home Office,South,Brazil,Demo City 21,421.62,8,0.1,75.77,Same Day
DEMO-00427,2023-06-15,2023-06-19,Furniture,Bookcases,Consumer,West,Germany,Demo City 14,31.86,7,0.1,1.29,Second Class
DEMO-00428,2025-08-23,2025-08-26,Furniture,Chairs,Home Office,North,United Kingdom,Demo City 5,144.1,7,0.05,29.65,Second Class
DEMO-00429,2025-06-08,2025-06-12,Technology,Accessories,Consumer,East,Japan,Demo City 1,110.51,9,0.05,-3.29,Standard Class
DEMO-00430,2023-03-28,2023-04-03,Technology,Phones,Corporate,West,Germany,Demo City 15,322.0,9,0.3,3.9,Same Day
DEMO-00431,2024-03-02,2024-03-05,Furniture,Tables,Consumer,North,Canada,Demo City 24,118.45,4,0.2,-16.1,Same Day
DEMO-00432,2025-01-24,2025-01-28,Office Supplies,Storage,Home Office,South,Australia,Demo City 13,377.69,5,0.1,2.47,Same Day
DEMO-00433,2025-09-16,2025-09-20,Technology,Accessories,Home Office,West,United States,Demo City 6,775.64,7,0.1,-51.88,First Class
DEMO-00434,2024-08-02,2024-08-07,Technology,Accessories,Consumer,East,India,Demo City 18,394.11,9,0.0,-32.88,Same Day
DEMO-00435,2025-11-28,2025-12-02,Technology,Accessories,Consumer,East,Japan,Demo City 19,910.22,9,0.05,149.18,First Class
DEMO-00436,2024-05-23,2024-05-25,Office Supplies,Binders,Home Office,East,India,Demo City 19,436.41,7,0.1,70.13,First Class
DEMO-00437,2025-07-18,2025-07-20,Technology,Phones,Corporate,West,United States,Demo City 25,546.03,11,0.3,-92.01,Same Day
DEMO-00438,2025-12-21,2025-12-25,Furniture,Bookcases,Consumer,East,Japan,Demo City 28,471.46,10,0.0,88.48,Standard Class
DEMO-00439,2023-01-04,2023-01-06,Furniture,Tables,Home Office,West,Germany,Demo City 9,263.32,6,0.0,-2.57,Same Day
DEMO-00440,2025-03-13,2025-03-17,Furniture,Tables,Home Office,North,United Kingdom,Demo City 14,142.3,7,0.0,21.72,Standard Class
DEMO-00441,2023-09-25,2023-10-01,Technology,Accessories,Home Office,South,Australia,Demo City 20,1571.48,6,0.1,437.65,First Class
DEMO-00442,2024-08-09,2024-08-16,Technology,Accessories,Corporate,South,Brazil,Demo City 13,434.13,6,0.05,-4.16,First Class
DEMO-00443,2023-12-18,2023-12-24,Furniture,Bookcases,Home Office,East,Japan,Demo City 1,579.06,6,0.3,59.05,Second Class
DEMO-00444,2025-08-31,2025-09-04,Furniture,Chairs,Consumer,West,United States,Demo City 18,148.17,4,0.2,-14.15,Second Class
DEMO-00445,2024-11-16,2024-11-22,Technology,Accessories,Corporate,West,United States,Demo City 18,340.27,3,0.2,7.56,First Class
DEMO-00446,2024-03-01,2024-03-04,Furniture,Tables,Home Office,West,Germany,Demo City 2,1655.45,9,0.05,208.18,Second Class
DEMO-00447,2023-09-19,2023-09-23,Technology,Machines,Consumer,West,United States,Demo City 8,113.08,1,0.0,25.19,Standard Class
DEMO-00448,2023-09-28,2023-09-30,Technology,Accessories,Consumer,East,Japan,Demo City 8,140.7,3,0.3,-7.38,Standard Class
DEMO-00449,2024-09-21,2024-09-26,Furniture,Tables,Corporate,East,India,Demo City 11,164.79,4,0.2,39.11,Standard Class
DEMO-00450,2023-06-11,2023-06-17,Office Supplies,Binders,Home Office,South,Brazil,Demo City 11,374.99,11,0.2,57.59,First Class
DEMO-00451,2025-04-05,2025-04-12,Office Supplies,Binders,Corporate,West,United States,Demo City 24,208.81,8,0.2,50.67,Second Class
DEMO-00452,2024-07-06,2024-07-10,Furniture,Tables,Consumer,East,India,Demo City 22,10.65,1,0.3,1.02,Standard Class
DEMO-00453,2023-09-17,2023-09-20,Technology,Phones,Consumer,West,Germany,Demo City 13,99.8,2,0.0,2.92,Same Day
DEMO-00454,2025-08-13,2025-08-14,Office Supplies,Binders,Consumer,South,Australia,Demo City 27,280.21,3,0.05,65.73,Second Class
DEMO-00455,2023-09-27,2023-10-02,Office Supplies,Binders,Consumer,West,Germany,Demo City 8,60.49,1,0.0,12.24,Second Class
DEMO-00456,2025-07-14,2025-07-19,Furniture,Bookcases,Consumer,North,Canada,Demo City 2,117.86,2,0.05,46.13,Second Class
DEMO-00457,2025-08-18,2025-08-19,Office Supplies,Paper,Home Office,West,Germany,Demo City 1,2094.63,10,0.05,421.6,Standard Class
DEMO-00458,2024-02-10,2024-02-17,Office Supplies,Binders,Corporate,South,Australia,Demo City 11,619.23,6,0.0,291.12,Second Class
DEMO-00459,2025-12-21,2025-12-24,Office Supplies,Paper,Consumer,North,Canada,Demo City 18,619.03,7,0.0,108.54,Standard Class
DEMO-00460,2025-12-16,2025-12-21,Furniture,Tables,Consumer,North,Canada,Demo City 3,46.91,5,0.3,4.15,Standard Class
DEMO-00461,2023-07-21,2023-07-27,Furniture,Bookcases,Home Office,South,Brazil,Demo City 18,171.1,8,0.1,41.28,Same Day
DEMO-00462,2024-10-06,2024-10-10,Office Supplies,Paper,Corporate,West,Germany,Demo City 17,840.61,10,0.2,162.13,First Class
DEMO-00463,2024-10-27,2024-10-29,Office Supplies,Binders,Home Office,West,United States,Demo City 4,277.24,5,0.3,-48.94,Same Day
DEMO-00464,2025-03-10,2025-03-17,Furniture,Chairs,Consumer,West,United States,Demo City 15,1519.17,10,0.1,103.05,First Class
DEMO-00465,2025-05-31,2025-06-04,Office Supplies,Paper,Consumer,West,Germany,Demo City 4,384.88,5,0.0,85.35,First Class
DEMO-00466,2025-03-26,2025-03-30,Technology,Machines,Corporate,South,Australia,Demo City 5,314.58,10,0.05,58.28,Same Day
DEMO-00467,2023-09-17,2023-09-19,Furniture,Chairs,Home Office,South,Brazil,Demo City 15,274.43,4,0.05,57.82,Second Class
DEMO-00468,2023-09-01,2023-09-04,Furniture,Chairs,Corporate,North,Canada,Demo City 9,75.82,3,0.0,14.37,First Class
DEMO-00469,2024-01-25,2024-01-29,Furniture,Tables,Home Office,West,United States,Demo City 19,177.82,11,0.2,18.01,Standard Class
DEMO-00470,2024-04-03,2024-04-05,Office Supplies,Binders,Corporate,West,United States,Demo City 21,1483.23,11,0.0,126.41,Same Day
DEMO-00471,2025-01-21,2025-01-24,Technology,Phones,Consumer,West,Germany,Demo City 25,48.28,2,0.05,2.6,Standard Class
DEMO-00472,2023-01-17,2023-01-19,Technology,Phones,Consumer,East,India,Demo City 9,540.79,8,0.2,70.4,Standard Class
DEMO-00473,2025-05-13,2025-05-18,Technology,Accessories,Home Office,South,Australia,Demo City 8,133.47,2,0.0,28.52,Same Day
DEMO-00474,2023-12-06,2023-12-09,Office Supplies,Storage,Corporate,East,Japan,Demo City 3,110.06,2,0.1,21.01,Second Class
DEMO-00475,2024-09-02,2024-09-03,Technology,Accessories,Home Office,East,Japan,Demo City 12,481.37,10,0.2,-1.71,First Class
DEMO-00476,2024-04-08,2024-04-13,Technology,Machines,Corporate,South,Brazil,Demo City 17,42.43,4,0.3,2.58,Second Class
DEMO-00477,2024-04-22,2024-04-24,Technology,Accessories,Home Office,South,Brazil,Demo City 26,178.29,5,0.2,-4.6,First Class
DEMO-00478,2024-11-29,2024-12-04,Furniture,Tables,Consumer,East,India,Demo City 3,267.9,7,0.5,-79.73,Second Class
DEMO-00479,2023-10-16,2023-10-18,Furniture,Tables,Home Office,South,Australia,Demo City 5,171.52,4,0.05,49.38,Second Class
DEMO-00480,2023-01-09,2023-01-12,Office Supplies,Paper,Home Office,East,India,Demo City 17,64.78,1,0.1,11.69,Second Class
DEMO-00481,2025-07-11,2025-07-13,Technology,Phones,Consumer,East,India,Demo City 25,187.01,3,0.2,-32.22,Standard Class
DEMO-00482,2025-06-12,2025-06-15,Furniture,Tables,Home Office,West,Germany,Demo City 16,1029.87,5,0.0,124.47,Same Day
DEMO-00483,2023-04-05,2023-04-11,Furniture,Bookcases,Home Office,East,Japan,Demo City 13,460.6,6,0.5,-158.52,Second Class
DEMO-00484,2025-11-06,2025-11-11,Furniture,Bookcases,Consumer,North,United Kingdom,Demo City 2,468.29,8,0.1,109.09,Second Class
DEMO-00485,2023-09-15,2023-09-19,Office Supplies,Paper,Corporate,North,United Kingdom,Demo City 16,104.92,3,0.0,12.25,First Class
DEMO-00486,2023-02-02,2023-02-06,Technology,Machines,Home Office,West,United States,Demo City 9,1707.16,10,0.1,134.8,Second Class
DEMO-00487,2025-04-26,2025-04-30,Furniture,Tables,Consumer,South,Brazil,Demo City 26,374.69,4,0.1,53.48,Same Day
DEMO-00488,2025-03-29,2025-04-04,Technology,Phones,Consumer,South,Brazil,Demo City 3,1682.5,11,0.0,359.75,Same Day
DEMO-00489,2023-03-18,2023-03-20,Furniture,Tables,Corporate,East,Japan,Demo City 9,407.99,7,0.1,137.52,First Class
DEMO-00490,2023-12-21,2023-12-26,Furniture,Bookcases,Consumer,South,Australia,Demo City 7,149.8,2,0.0,13.63,Same Day
DEMO-00491,2024-01-02,2024-01-09,Technology,Accessories,Home Office,North,United Kingdom,Demo City 23,64.07,2,0.3,2.07,First Class
DEMO-00492,2023-03-06,2023-03-09,Technology,Accessories,Consumer,North,Canada,Demo City 16,452.32,7,0.5,24.75,Standard Class
DEMO-00493,2023-07-26,2023-07-30,Technology,Phones,Consumer,East,Japan,Demo City 19,61.14,4,0.05,11.96,Same Day
DEMO-00494,2025-09-22,2025-09-23,Furniture,Tables,Consumer,North,United Kingdom,Demo City 21,358.03,6,0.0,117.54,Second Class
DEMO-00495,2023-01-10,2023-01-13,Office Supplies,Paper,Consumer,East,India,Demo City 14,16.13,1,0.1,-0.88,Standard Class
DEMO-00496,2025-02-27,2025-02-28,Technology,Machines,Consumer,South,Brazil,Demo City 1,290.2,11,0.5,-30.9,Standard Class
DEMO-00497,2024-12-08,2024-12-14,Technology,Phones,Corporate,North,United Kingdom,Demo City 29,23.36,2,0.1,-0.25,Same Day
DEMO-00498,2024-03-23,2024-03-25,Furniture,Chairs,Corporate,North,Canada,Demo City 9,40.61,6,0.0,6.12,Second Class
DEMO-00499,2024-12-11,2024-12-13,Office Supplies,Storage,Corporate,North,Canada,Demo City 29,195.43,11,0.0,50.79,Standard Class
DEMO-00500,2025-03-13,2025-03-19,Technology,Phones,Home Office,East,Japan,Demo City 14,55.4,3,0.0,14.99,First Class
DEMO-00501,2025-04-25,2025-04-30,Office Supplies,Paper,Corporate,East,Japan,Demo City 25,288.11,6,0.3,46.86,Standard Class
DEMO-00502,2025-09-07,2025-09-11,Technology,Accessories,Home Office,South,Australia,Demo City 21,173.64,4,0.3,24.65,Standard Class
DEMO-00503,2023-04-01,2023-04-07,Office Supplies,Binders,Home Office,West,Germany,Demo City 6,192.27,6,0.05,28.96,First Class
DEMO-00504,2023-12-07,2023-12-14,Technology,Phones,Corporate,East,India,Demo City 13,707.94,5,0.3,33.3,Same Day
DEMO-00505,2023-05-29,2023-06-04,Furniture,Tables,Consumer,West,Germany,Demo City 23,150.45,8,0.0,-1.15,First Class
DEMO-00506,2025-12-30,2026-01-01,Office Supplies,Paper,Consumer,West,Germany,Demo City 25,73.05,2,0.05,17.3,Second Class
DEMO-00507,2024-01-02,2024-01-04,Furniture,Chairs,Home Office,East,India,Demo City 4,186.96,7,0.0,8.44,Second Class
DEMO-00508,2025-01-05,2025-01-07,Furniture,Tables,Consumer,East,Japan,Demo City 23,277.22,11,0.1,51.9,Same Day
DEMO-00509,2023-06-12,2023-06-17,Furniture,Tables,Home Office,West,United States,Demo City 16,290.98,3,0.0,61.92,Same Day
DEMO-00510,2025-01-09,2025-01-10,Furniture,Bookcases,Home Office,South,Australia,Demo City 2,977.01,8,0.1,154.75,First Class
DEMO-00511,2024-10-29,2024-11-02,Furniture,Tables,Home Office,West,United States,Demo City 10,618.86,6,0.05,67.45,Second Class
DEMO-00512,2024-08-23,2024-08-29,Office Supplies,Binders,Home Office,East,India,Demo City 13,199.59,10,0.05,14.02,Second Class
DEMO-00513,2024-07-19,2024-07-26,Furniture,Tables,Home Office,West,Germany,Demo City 24,150.29,2,0.1,4.22,First Class
DEMO-00514,2023-03-28,2023-04-03,Technology,Machines,Home Office,South,Brazil,Demo City 6,239.12,6,0.1,26.6,Same Day
DEMO-00515,2024-04-11,2024-04-13,Furniture,Chairs,Consumer,South,Brazil,Demo City 3,286.38,6,0.0,82.11,First Class
DEMO-00516,2024-05-31,2024-06-04,Office Supplies,Storage,Corporate,South,Brazil,Demo City 2,163.02,5,0.0,46.28,Standard Class
DEMO-00517,2024-11-29,2024-12-01,Furniture,Tables,Home Office,West,United States,Demo City 10,26.56,1,0.1,3.63,Second Class
DEMO-00518,2024-11-30,2024-12-04,Technology,Machines,Home Office,East,India,Demo City 7,118.94,3,0.0,19.12,First Class
DEMO-00519,2024-09-01,2024-09-08,Technology,Machines,Corporate,West,United States,Demo City 21,117.51,4,0.2,21.49,Same Day
DEMO-00520,2025-11-27,2025-12-03,Technology,Accessories,Consumer,East,Japan,Demo City 28,21.07,2,0.2,-0.06,Standard Class
DEMO-00521,2024-10-26,2024-11-01,Technology,Machines,Consumer,North,United Kingdom,Demo City 30,60.68,6,0.0,14.93,First Class
DEMO-00522,2023-03-19,2023-03-25,Office Supplies,Storage,Consumer,North,Canada,Demo City 3,2184.5,10,0.0,301.02,First Class
DEMO-00523,2025-03-26,2025-03-28,Technology,Machines,Home Office,East,Japan,Demo City 8,655.68,9,0.0,67.45,Second Class
DEMO-00524,2024-01-06,2024-01-07,Technology,Phones,Home Office,South,Brazil,Demo City 8,48.58,2,0.1,1.82,First Class
DEMO-00525,2024-09-12,2024-09-19,Furniture,Bookcases,Corporate,North,Canada,Demo City 27,34.99,1,0.05,4.26,Standard Class
DEMO-00526,2024-03-11,2024-03-17,Office Supplies,Storage,Consumer,East,India,Demo City 17,81.01,3,0.5,1.7,Standard Class
DEMO-00527,2025-12-11,2025-12-17,Furniture,Chairs,Corporate,South,Australia,Demo City 14,577.46,10,0.1,40.03,First Class
DEMO-00528,2024-10-22,2024-10-28,Furniture,Chairs,Corporate,East,India,Demo City 9,97.1,3,0.3,15.49,Standard Class
DEMO-00529,2024-09-05,2024-09-09,Technology,Accessories,Home Office,North,Canada,Demo City 28,665.16,6,0.3,26.42,Second Class
DEMO-00530,2025-02-12,2025-02-16,Furniture,Chairs,Corporate,West,Germany,Demo City 15,172.32,10,0.05,4.24,Same Day
DEMO-00531,2025-02-07,2025-02-14,Furniture,Chairs,Consumer,West,United States,Demo City 27,192.6,9,0.5,-45.17,Standard Class
DEMO-00532,2025-12-05,2025-12-08,Furniture,Chairs,Corporate,South,Australia,Demo City 24,1261.58,10,0.05,198.08,Standard Class
DEMO-00533,2025-09-15,2025-09-20,Technology,Phones,Consumer,West,Germany,Demo City 8,48.83,2,0.3,11.7,Standard Class
DEMO-00534,2023-07-11,2023-07-16,Technology,Machines,Corporate,North,United Kingdom,Demo City 9,403.59,7,0.3,-85.45,First Class
DEMO-00535,2023-08-11,2023-08-12,Office Supplies,Binders,Corporate,South,Brazil,Demo City 6,1181.18,8,0.5,-207.74,Second Class
DEMO-00536,2025-05-07,2025-05-13,Office Supplies,Paper,Consumer,West,United States,Demo City 14,507.96,7,0.1,50.3,First Class
DEMO-00537,2025-09-19,2025-09-23,Furniture,Chairs,Corporate,West,Germany,Demo City 21,293.67,9,0.3,52.79,Standard Class
DEMO-00538,2023-09-10,2023-09-17,Office Supplies,Storage,Consumer,North,United Kingdom,Demo City 20,1664.42,7,0.0,166.1,Same Day
DEMO-00539,2025-11-11,2025-11-12,Technology,Machines,Corporate,North,United Kingdom,Demo City 18,452.65,6,0.3,4.31,Same Day
DEMO-00540,2024-01-12,2024-01-19,Office Supplies,Storage,Home Office,North,Canada,Demo City 14,44.06,2,0.1,-0.48,Same Day
DEMO-00541,2024-10-03,2024-10-04,Office Supplies,Binders,Home Office,East,India,Demo City 8,1575.14,10,0.0,232.92,First Class
DEMO-00542,2025-04-07,2025-04-11,Office Supplies,Storage,Corporate,West,Germany,Demo City 27,468.69,4,0.1,138.89,Same Day
DEMO-00543,2025-02-22,2025-02-26,Office Supplies,Paper,Consumer,East,Japan,Demo City 27,51.23,2,0.1,2.96,Standard Class
DEMO-00544,2025-03-10,2025-03-12,Furniture,Bookcases,Home Office,East,India,Demo City 7,126.76,2,0.1,42.63,Standard Class
DEMO-00545,2024-07-13,2024-07-20,Office Supplies,Binders,Consumer,East,Japan,Demo City 16,600.15,4,0.0,-74.84,Standard Class
DEMO-00546,2023-09-29,2023-10-04,Office Supplies,Paper,Corporate,East,India,Demo City 17,283.95,7,0.0,65.21,Second Class
DEMO-00547,2025-05-02,2025-05-08,Furniture,Tables,Consumer,North,Canada,Demo City 18,326.6,9,0.0,32.94,Second Class
DEMO-00548,2025-04-08,2025-04-10,Office Supplies,Binders,Corporate,South,Australia,Demo City 20,320.0,7,0.3,-4.79,Standard Class
DEMO-00549,2023-11-14,2023-11-15,Office Supplies,Storage,Corporate,East,India,Demo City 9,94.05,2,0.05,16.65,Second Class
DEMO-00550,2024-08-18,2024-08-20,Furniture,Tables,Consumer,North,United Kingdom,Demo City 5,172.63,7,0.0,33.15,Standard Class
DEMO-00551,2025-03-28,2025-04-02,Technology,Phones,Corporate,North,United Kingdom,Demo City 25,293.87,4,0.3,-66.87,Same Day
DEMO-00552,2023-06-17,2023-06-24,Furniture,Bookcases,Home Office,North,Canada,Demo City 17,206.2,4,0.05,18.76,Standard Class
DEMO-00553,2023-05-24,2023-05-30,Office Supplies,Binders,Home Office,South,Australia,Demo City 19,140.73,5,0.1,22.24,First Class
DEMO-00554,2023-12-04,2023-12-05,Office Supplies,Storage,Home Office,East,India,Demo City 22,293.26,6,0.05,-8.28,Second Class
DEMO-00555,2024-10-12,2024-10-14,Furniture,Tables,Corporate,South,Brazil,Demo City 30,244.59,4,0.5,-25.52,Same Day
DEMO-00556,2025-10-23,2025-10-27,Office Supplies,Paper,Corporate,North,Canada,Demo City 12,403.29,10,0.05,95.11,First Class
DEMO-00557,2025-08-09,2025-08-15,Office Supplies,Storage,Consumer,North,United Kingdom,Demo City 12,125.16,10,0.5,-20.14,Same Day
DEMO-00558,2025-12-28,2026-01-01,Furniture,Bookcases,Home Office,South,Brazil,Demo City 7,753.6,9,0.0,101.24,Same Day
DEMO-00559,2023-08-28,2023-09-03,Office Supplies,Paper,Home Office,North,Canada,Demo City 14,54.5,3,0.05,2.0,Standard Class
DEMO-00560,2025-05-19,2025-05-22,Office Supplies,Storage,Consumer,South,Australia,Demo City 12,304.42,7,0.1,18.0,Same Day
DEMO-00561,2024-10-09,2024-10-10,Technology,Phones,Consumer,South,Australia,Demo City 20,302.61,7,0.1,-26.85,Second Class
DEMO-00562,2025-11-15,2025-11-21,Office Supplies,Storage,Home Office,South,Australia,Demo City 13,1166.23,9,0.0,253.5,First Class
DEMO-00563,2025-01-08,2025-01-14,Technology,Accessories,Consumer,East,India,Demo City 19,154.45,8,0.2,21.21,First Class
DEMO-00564,2023-04-20,2023-04-23,Office Supplies,Storage,Consumer,South,Australia,Demo City 6,426.23,6,0.0,96.05,Standard Class
DEMO-00565,2023-08-14,2023-08-16,Furniture,Chairs,Home Office,West,Germany,Demo City 14,360.91,6,0.05,-40.24,Second Class
DEMO-00566,2023-06-18,2023-06-24,Technology,Machines,Home Office,North,Canada,Demo City 16,1192.08,8,0.0,215.54,First Class
DEMO-00567,2025-08-17,2025-08-23,Furniture,Chairs,Consumer,North,Canada,Demo City 17,213.7,8,0.5,-37.85,First Class
DEMO-00568,2023-04-05,2023-04-12,Office Supplies,Storage,Consumer,West,United States,Demo City 22,104.79,1,0.1,18.82,Second Class
DEMO-00569,2024-10-08,2024-10-09,Furniture,Bookcases,Home Office,West,Germany,Demo City 20,620.23,3,0.3,56.7,Same Day
DEMO-00570,2024-04-10,2024-04-17,Office Supplies,Paper,Corporate,West,Germany,Demo City 6,598.81,11,0.2,26.93,Same Day
DEMO-00571,2023-05-26,2023-06-02,Office Supplies,Storage,Corporate,North,United Kingdom,Demo City 7,391.1,6,0.2,4.53,Standard Class
DEMO-00572,2024-02-06,2024-02-11,Office Supplies,Binders,Home Office,South,Brazil,Demo City 23,150.87,5,0.2,-31.42,Second Class
DEMO-00573,2024-04-16,2024-04-19,Office Supplies,Paper,Home Office,West,Germany,Demo City 22,74.92,3,0.0,27.88,Second Class
DEMO-00574,2024-12-05,2024-12-09,Office Supplies,Paper,Consumer,South,Australia,Demo City 20,534.54,4,0.0,48.19,Same Day
DEMO-00575,2023-07-15,2023-07-17,Office Supplies,Binders,Consumer,East,Japan,Demo City 5,184.65,10,0.0,40.29,Second Class
DEMO-00576,2023-03-14,2023-03-19,Furniture,Chairs,Consumer,South,Australia,Demo City 30,74.72,3,0.2,16.57,Standard Class
DEMO-00577,2024-09-17,2024-09-24,Furniture,Bookcases,Home Office,North,Canada,Demo City 6,20.83,1,0.1,3.15,Standard Class
